,Argonne_ID,DepMap_ID,cell_line_name,stripped_cell_line_name,CCLE_Name,Manual_edit
2470,CTRP.NCI-H1568,ACH-000869,NCI-H1568,NCIH1568,NCIH1568_LUNG,
2471,CCLE.NCIH510,ACH-000871,NCI-H510,NCIH510,NCIH510_LUNG,
2472,CCLE.HCC515,ACH-000872,HCC515,HCC515,HCC515_LUNG,
2473,CCLE.KYSE270,ACH-000873,KYSE-270,KYSE270,KYSE270_OESOPHAGUS,
2474,GDSC.KYSE-270,ACH-000873,KYSE-270,KYSE270,KYSE270_OESOPHAGUS,
2475,gCSI.KYSE-270,ACH-000873,KYSE-270,KYSE270,KYSE270_OESOPHAGUS,
2476,CCLE.RS411,ACH-000874,RS4;11,RS411,RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2477,GDSC.RS4-11,ACH-000874,RS4;11,RS411,RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2478,CTRP.RS4-11,ACH-000874,RS4;11,RS411,RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2479,CCLE.NCIH2347,ACH-000875,NCI-H2347,NCIH2347,NCIH2347_LUNG,
2480,GDSC.NCI-H2347,ACH-000875,NCI-H2347,NCIH2347,NCIH2347_LUNG,
2481,gCSI.NCI-H2347,ACH-000875,NCI-H2347,NCIH2347,NCIH2347_LUNG,
2482,CCLE.MDAMB415,ACH-000876,MDA-MB-415,MDAMB415,MDAMB415_BREAST,
2483,GDSC.MDA-MB-415,ACH-000876,MDA-MB-415,MDAMB415,MDAMB415_BREAST,
2484,CTRP.MDA-MB-415,ACH-000876,MDA-MB-415,MDAMB415,MDAMB415_BREAST,
2485,CCLE.EB1,ACH-000877,EB1,EB1,EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2486,gCSI.EB1,ACH-000877,EB1,EB1,EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2487,CTRP.EB1,ACH-000877,EB1,EB1,EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2488,CCLE.HCC15,ACH-000878,HCC-15,HCC15,HCC15_LUNG,
2489,GDSC.HCC-15,ACH-000878,HCC-15,HCC15,HCC15_LUNG,
2490,gCSI.HCC-15,ACH-000878,HCC-15,HCC15,HCC15_LUNG,
2491,CTRP.HCC-15,ACH-000878,HCC-15,HCC15,HCC15_LUNG,
2492,CCLE.MFE296,ACH-000879,MFE-296,MFE296,MFE296_ENDOMETRIUM,
2493,GDSC.MFE-296,ACH-000879,MFE-296,MFE296,MFE296_ENDOMETRIUM,
2494,CTRP.MFE-296,ACH-000879,MFE-296,MFE296,MFE296_ENDOMETRIUM,
2495,CCLE.AGS,ACH-000880,AGS,AGS,AGS_STOMACH,
2496,GDSC.AGS,ACH-000880,AGS,AGS,AGS_STOMACH,
2497,gCSI.AGS,ACH-000880,AGS,AGS,AGS_STOMACH,
2498,CTRP.AGS,ACH-000880,AGS,AGS,AGS_STOMACH,
2499,CCLE.MELJUSO,ACH-000881,MEL-JUSO,MELJUSO,MELJUSO_SKIN,
2500,GDSC.MEL-JUSO,ACH-000881,MEL-JUSO,MELJUSO,MELJUSO_SKIN,
2501,gCSI.MEL-JUSO,ACH-000881,MEL-JUSO,MELJUSO,MELJUSO_SKIN,
2502,CTRP.MEL-JUSO,ACH-000881,MEL-JUSO,MELJUSO,MELJUSO_SKIN,
2503,CCLE.IGR1,ACH-000882,IGR-1,IGR1,IGR1_SKIN,
2504,GDSC.IGR-1,ACH-000882,IGR-1,IGR1,IGR1_SKIN,
2505,gCSI.IGR-1,ACH-000882,IGR-1,IGR1,IGR1_SKIN,
2506,CTRP.IGR-1,ACH-000882,IGR-1,IGR1,IGR1_SKIN,
2507,CCLE.SW1783,ACH-000883,SW 1783,SW1783,SW1783_CENTRAL_NERVOUS_SYSTEM,
2508,GDSC.SW1783,ACH-000883,SW 1783,SW1783,SW1783_CENTRAL_NERVOUS_SYSTEM,
2509,CTRP.SW1783,ACH-000883,SW 1783,SW1783,SW1783_CENTRAL_NERVOUS_SYSTEM,
2510,CCLE.MDAMB435S,ACH-000884,MDA-MB-435S,MDAMB435S,MDAMB435S_SKIN,
2511,CCLE.TOV21G,ACH-000885,TOV-21G,TOV21G,TOV21G_OVARY,
2512,GDSC.TOV-21G,ACH-000885,TOV-21G,TOV21G,TOV21G_OVARY,
2513,gCSI.TOV-21G,ACH-000885,TOV-21G,TOV21G,TOV21G_OVARY,
2514,CTRP.TOV-21G,ACH-000885,TOV-21G,TOV21G,TOV21G_OVARY,
2515,CCLE.NCIH2009,ACH-000886,NCI-H2009,NCIH2009,NCIH2009_LUNG,
2516,GDSC.NCI-H2009,ACH-000886,NCI-H2009,NCIH2009,NCIH2009_LUNG,
2517,gCSI.NCI-H2009,ACH-000886,NCI-H2009,NCIH2009,NCIH2009_LUNG,
2518,CTRP.NCI-H2009,ACH-000886,NCI-H2009,NCIH2009,NCIH2009_LUNG,
2519,CCLE.SF172,ACH-000887,SF-172,SF172,SF172_CENTRAL_NERVOUS_SYSTEM,
2520,CCLE.NCIH1793,ACH-000888,NCI-H1793,NCIH1793,NCIH1793_LUNG,
2521,GDSC.NCI-H1793,ACH-000888,NCI-H1793,NCIH1793,NCIH1793_LUNG,
2522,CTRP.NCI-H1793,ACH-000888,NCI-H1793,NCIH1793,NCIH1793_LUNG,
2523,CCLE.KMM1,ACH-000889,KMM-1,KMM1,KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2524,gCSI.KMM-1,ACH-000889,KMM-1,KMM1,KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2525,CTRP.KMM-1,ACH-000889,KMM-1,KMM1,KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2526,CCLE.SW1271,ACH-000890,SW 1271,SW1271,SW1271_LUNG,
2527,GDSC.SW1271,ACH-000890,SW 1271,SW1271,SW1271_LUNG,
2528,CTRP.SW-1271,ACH-000890,SW 1271,SW1271,SW1271_LUNG,
2529,CCLE.HCC1438,ACH-000891,HCC-1438,HCC1438,HCC1438_LUNG,
2530,CTRP.HCC-1438,ACH-000891,HCC-1438,HCC1438,HCC1438_LUNG,
2531,CCLE.NCIH1563,ACH-000892,NCI-H1563,NCIH1563,NCIH1563_LUNG,
2532,GDSC.NCI-H1563,ACH-000892,NCI-H1563,NCIH1563,NCIH1563_LUNG,
2533,CTRP.NCI-H1563,ACH-000892,NCI-H1563,NCIH1563,NCIH1563_LUNG,
2534,CCLE.NCIH1651,ACH-000893,NCI-H1651,NCIH1651,NCIH1651_LUNG,
2535,GDSC.NCI-H1651,ACH-000893,NCI-H1651,NCIH1651,NCIH1651_LUNG,
2536,gCSI.NCI-H1651,ACH-000893,NCI-H1651,NCIH1651,NCIH1651_LUNG,
2537,CTRP.NCI-H1651,ACH-000893,NCI-H1651,NCIH1651,NCIH1651_LUNG,
2538,CCLE.NCIH1869,ACH-000894,NCI-H1869,NCIH1869,NCIH1869_LUNG,
2539,GDSC.NCI-H1869,ACH-000894,NCI-H1869,NCIH1869,NCIH1869_LUNG,
2540,gCSI.NCI-H1869,ACH-000894,NCI-H1869,NCIH1869,NCIH1869_LUNG,
2541,CTRP.NCI-H1869,ACH-000894,NCI-H1869,NCIH1869,NCIH1869_LUNG,
2542,CCLE.CL34,ACH-000895,CL-34,CL34,CL34_LARGE_INTESTINE,
2543,GDSC.CL-34,ACH-000895,CL-34,CL34,CL34_LARGE_INTESTINE,
2544,CTRP.CL-34,ACH-000895,CL-34,CL34,CL34_LARGE_INTESTINE,
2545,CCLE.647V,ACH-000896,647-V,647V,647V_URINARY_TRACT,
2546,GDSC.647-V,ACH-000896,647-V,647V,647V_URINARY_TRACT,
2547,CTRP.647-V,ACH-000896,647-V,647V,647V_URINARY_TRACT,
2548,CCLE.FTC238,ACH-000897,FTC-238,FTC238,FTC238_THYROID,
2549,CTRP.FTC-238,ACH-000897,FTC-238,FTC238,FTC238_THYROID,
2550,CCLE.SNU719,ACH-000898,SNU-719,SNU719,SNU719_STOMACH,
2551,CTRP.SNU-719,ACH-000898,SNU-719,SNU719,SNU719_STOMACH,
2552,NCI60.NCI-H23,ACH-000900,NCI-H23,NCIH23,NCIH23_LUNG,
2553,CCLE.NCIH23,ACH-000900,NCI-H23,NCIH23,NCIH23_LUNG,
2554,GDSC.NCI-H23,ACH-000900,NCI-H23,NCIH23,NCIH23_LUNG,
2555,gCSI.NCI-H23,ACH-000900,NCI-H23,NCIH23,NCIH23_LUNG,
2556,CTRP.NCI-H23,ACH-000900,NCI-H23,NCIH23,NCIH23_LUNG,
2557,CCLE.HCC1359,ACH-000901,HCC-1359,HCC1359,HCC1359_LUNG,
2558,CCLE.CAL148,ACH-000902,CAL-148,CAL148,CAL148_BREAST,
2559,GDSC.CAL-148,ACH-000902,CAL-148,CAL148,CAL148_BREAST,
2560,gCSI.CAL-148,ACH-000902,CAL-148,CAL148,CAL148_BREAST,
2561,CTRP.CAL-148,ACH-000902,CAL-148,CAL148,CAL148_BREAST,
2562,CCLE.FTC133,ACH-000903,FTC-133,FTC133,FTC133_THYROID,
2563,GDSC.FTC-133,ACH-000903,FTC-133,FTC133,FTC133_THYROID,
2564,gCSI.FTC-133,ACH-000903,FTC-133,FTC133,FTC133_THYROID,
2565,CTRP.FTC-133,ACH-000903,FTC-133,FTC133,FTC133_THYROID,
2566,CCLE.5637,ACH-000905,5637,5637,5637_URINARY_TRACT,
2567,GDSC.5637,ACH-000905,5637,5637,5637_URINARY_TRACT,
2568,CTRP.5637,ACH-000905,5637,5637,5637_URINARY_TRACT,
2569,CCLE.ES2,ACH-000906,ES-2,ES2,ES2_OVARY,
2570,GDSC.ES-2,ACH-000906,ES-2,ES2,ES2_OVARY,
2571,gCSI.ES-2,ACH-000906,ES-2,ES2,ES2_OVARY,
2572,CTRP.ES-2,ACH-000906,ES-2,ES2,ES2_OVARY,
2573,CCLE.SNU349,ACH-000907,SNU-349,SNU349,SNU349_KIDNEY,
2574,CCLE.MDAMB453,ACH-000910,MDA-MB-453,MDAMB453,MDAMB453_BREAST,
2575,GDSC.MDA-MB-453,ACH-000910,MDA-MB-453,MDAMB453,MDAMB453_BREAST,
2576,gCSI.MDA-MB-453,ACH-000910,MDA-MB-453,MDAMB453,MDAMB453_BREAST,
2577,CTRP.MDA-MB-453,ACH-000910,MDA-MB-453,MDAMB453,MDAMB453_BREAST,
2578,CCLE.NUGC3,ACH-000911,NUGC-3,NUGC3,NUGC3_STOMACH,
2579,GDSC.NUGC-3,ACH-000911,NUGC-3,NUGC3,NUGC3_STOMACH,
2580,gCSI.NUGC-3,ACH-000911,NUGC-3,NUGC3,NUGC3_STOMACH,
2581,CTRP.NUGC-3,ACH-000911,NUGC-3,NUGC3,NUGC3_STOMACH,
2582,CCLE.NCIH2286,ACH-000912,NCI-H2286,NCIH2286,NCIH2286_LUNG,
2583,GDSC.NCI-H2286,ACH-000912,NCI-H2286,NCIH2286,NCIH2286_LUNG,
2584,CTRP.NCI-H2286,ACH-000912,NCI-H2286,NCIH2286,NCIH2286_LUNG,
2585,CCLE.ESS1,ACH-000913,ESS-1,ESS1,ESS1_ENDOMETRIUM,
2586,GDSC.ESS-1,ACH-000913,ESS-1,ESS1,ESS1_ENDOMETRIUM,
2587,CTRP.ESS-1,ACH-000913,ESS-1,ESS1,ESS1_ENDOMETRIUM,
2588,CCLE.HT,ACH-000914,HT,HT,HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2589,GDSC.HT,ACH-000914,HT,HT,HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2590,gCSI.HT,ACH-000914,HT,HT,HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2591,CTRP.HT,ACH-000914,HT,HT,HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2592,CCLE.IPC298,ACH-000915,IPC-298,IPC298,IPC298_SKIN,
2593,GDSC.IPC-298,ACH-000915,IPC-298,IPC298,IPC298_SKIN,
2594,gCSI.IPC-298,ACH-000915,IPC-298,IPC298,IPC298_SKIN,
2595,CTRP.IPC-298,ACH-000915,IPC-298,IPC298,IPC298_SKIN,
2596,CCLE.NCIH1573,ACH-000916,NCI-H1573,NCIH1573,NCIH1573_LUNG,
2597,GDSC.NCI-H1573,ACH-000916,NCI-H1573,NCIH1573,NCIH1573_LUNG,
2598,CTRP.NCI-H1573,ACH-000916,NCI-H1573,NCIH1573,NCIH1573_LUNG,
2599,CCLE.TE4,ACH-000917,TE-4,TE4,TE4_OESOPHAGUS,
2600,GDSC.TE-4,ACH-000917,TE-4,TE4,TE4_OESOPHAGUS,
2601,CTRP.TE-4,ACH-000917,TE-4,TE4,TE4_OESOPHAGUS,
2602,CCLE.MOLT16,ACH-000918,MOLT-16,MOLT16,MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2603,GDSC.MOLT-16,ACH-000918,MOLT-16,MOLT16,MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2604,CTRP.MOLT-16,ACH-000918,MOLT-16,MOLT16,MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2605,CCLE.IM95,ACH-000919,IM95,IM95,IM95_STOMACH,
2606,GDSC.IM-95,ACH-000919,IM95,IM95,IM95_STOMACH,
2607,CTRP.IM-95,ACH-000919,IM95,IM95,IM95_STOMACH,
2608,CCLE.CMLT1,ACH-000920,CML-T1,CMLT1,CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2609,GDSC.CML-T1,ACH-000920,CML-T1,CMLT1,CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2610,CTRP.CML-T1,ACH-000920,CML-T1,CMLT1,CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2611,CCLE.RCHACV,ACH-000922,RCH-ACV,RCHACV,RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2612,GDSC.RCH-ACV,ACH-000922,RCH-ACV,RCHACV,RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2613,CTRP.RCH-ACV,ACH-000922,RCH-ACV,RCHACV,RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2614,CCLE.BCP1,ACH-000923,BCP-1,BCP1,BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2615,CTRP.BCP-1,ACH-000923,BCP-1,BCP1,BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2616,CCLE.NCIH2172,ACH-000924,NCI-H2172,NCIH2172,NCIH2172_LUNG,
2617,GDSC.NCI-H2172,ACH-000924,NCI-H2172,NCIH2172,NCIH2172_LUNG,
2618,CTRP.NCI-H2172,ACH-000924,NCI-H2172,NCIH2172,NCIH2172_LUNG,
2619,CCLE.DV90,ACH-000925,DV-90,DV90,DV90_LUNG,
2620,GDSC.DV-90,ACH-000925,DV-90,DV90,DV90_LUNG,
2621,gCSI.DV-90,ACH-000925,DV-90,DV90,DV90_LUNG,
2622,CTRP.DV-90,ACH-000925,DV-90,DV90,DV90_LUNG,
2623,CCLE.HT55,ACH-000926,HT55,HT55,HT55_LARGE_INTESTINE,
2624,GDSC.HT55,ACH-000926,HT55,HT55,HT55_LARGE_INTESTINE,
2625,gCSI.HT55,ACH-000926,HT55,HT55,HT55_LARGE_INTESTINE,
2626,CTRP.HT55,ACH-000926,HT55,HT55,HT55_LARGE_INTESTINE,
2627,CCLE.BT474,ACH-000927,BT-474,BT474,BT474_BREAST,
2628,GDSC.BT-474,ACH-000927,BT-474,BT474,BT474_BREAST,
2629,gCSI.BT-474,ACH-000927,BT-474,BT474,BT474_BREAST,
2630,CTRP.BT-474,ACH-000927,BT-474,BT474,BT474_BREAST,
2631,CCLE.JHUEM1,ACH-000928,JHUEM-1,JHUEM1,JHUEM1_ENDOMETRIUM,
2632,CTRP.JHUEM-1,ACH-000928,JHUEM-1,JHUEM1,JHUEM1_ENDOMETRIUM,
2633,CCLE.NCIH2110,ACH-000929,NCI-H2110,NCIH2110,NCIH2110_LUNG,
2634,GDSC.NCI-H2110,ACH-000929,NCI-H2110,NCIH2110,NCIH2110_LUNG,
2635,CTRP.NCI-H2110,ACH-000929,NCI-H2110,NCIH2110,NCIH2110_LUNG,
2636,CCLE.HCC1569,ACH-000930,HCC1569,HCC1569,HCC1569_BREAST,
2637,GDSC.HCC1569,ACH-000930,HCC1569,HCC1569,HCC1569_BREAST,
2638,CTRP.HCC1569,ACH-000930,HCC1569,HCC1569,HCC1569_BREAST,
2639,CCLE.HMCB,ACH-000931,HMCB,HMCB,HMCB_SKIN,
2640,CTRP.HMCB,ACH-000931,HMCB,HMCB,HMCB_SKIN,
2641,CCLE.SNU1,ACH-000932,SNU-1,SNU1,SNU1_STOMACH,
2642,CTRP.SNU-1,ACH-000932,SNU-1,SNU1,SNU1_STOMACH,
2643,CCLE.SNU324,ACH-000933,SNU-324,SNU324,SNU324_PANCREAS,
2644,CCLE.MDAMB361,ACH-000934,MDA-MB-361,MDAMB361,MDAMB361_BREAST,
2645,GDSC.MDA-MB-361,ACH-000934,MDA-MB-361,MDAMB361,MDAMB361_BREAST,
2646,CTRP.MDA-MB-361,ACH-000934,MDA-MB-361,MDAMB361,MDAMB361_BREAST,
2647,CCLE.MDST8,ACH-000935,MDST8,MDST8,MDST8_LARGE_INTESTINE,
2648,GDSC.MDST8,ACH-000935,MDST8,MDST8,MDST8_LARGE_INTESTINE,
2649,CTRP.MDST8,ACH-000935,MDST8,MDST8,MDST8_LARGE_INTESTINE,
2650,CCLE.EFO27,ACH-000936,EFO-27,EFO27,EFO27_OVARY,
2651,GDSC.EFO-27,ACH-000936,EFO-27,EFO27,EFO27_OVARY,
2652,gCSI.EFO-27,ACH-000936,EFO-27,EFO27,EFO27_OVARY,
2653,CTRP.EFO-27,ACH-000936,EFO-27,EFO27,EFO27_OVARY,
2654,CCLE.PF382,ACH-000937,PF-382,PF382,PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2655,GDSC.PF-382,ACH-000937,PF-382,PF382,PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2656,CTRP.PF-382,ACH-000937,PF-382,PF382,PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2657,CCLE.NALM6,ACH-000938,NALM-6,NALM6,NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2658,GDSC.NALM-6,ACH-000938,NALM-6,NALM6,NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2659,gCSI.NALM-6,ACH-000938,NALM-6,NALM6,NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2660,CTRP.NALM-6,ACH-000938,NALM-6,NALM6,NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2661,CCLE.SKUT1,ACH-000939,SK-UT-1,SKUT1,SKUT1_SOFT_TISSUE,
2662,GDSC.SK-UT-1,ACH-000939,SK-UT-1,SKUT1,SKUT1_SOFT_TISSUE,
2663,CTRP.SK-UT-1,ACH-000939,SK-UT-1,SKUT1,SKUT1_SOFT_TISSUE,
2664,CCLE.AN3CA,ACH-000940,AN3 CA,AN3CA,AN3CA_ENDOMETRIUM,
2665,GDSC.AN3-CA,ACH-000940,AN3 CA,AN3CA,AN3CA_ENDOMETRIUM,
2666,gCSI.AN3-CA,ACH-000940,AN3 CA,AN3CA,AN3CA_ENDOMETRIUM,
2667,CTRP.AN3-CA,ACH-000940,AN3 CA,AN3CA,AN3CA_ENDOMETRIUM,
2668,CCLE.HEC1B,ACH-000941,HEC-1-B,HEC1B,HEC1B_ENDOMETRIUM,
2669,CTRP.HEC1B,ACH-000941,HEC-1-B,HEC1B,HEC1B_ENDOMETRIUM,
2670,CCLE.HPBALL,ACH-000942,HPB-ALL,HPBALL,HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2671,CTRP.HPB-ALL,ACH-000942,HPB-ALL,HPBALL,HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2672,CCLE.RKO,ACH-000943,RKO,RKO,RKO_LARGE_INTESTINE,
2673,GDSC.RKO,ACH-000943,RKO,RKO,RKO_LARGE_INTESTINE,
2674,gCSI.RKO,ACH-000943,RKO,RKO,RKO_LARGE_INTESTINE,
2675,CTRP.RKO,ACH-000943,RKO,RKO,RKO_LARGE_INTESTINE,
2676,CCLE.NAMALWA,ACH-000944,NAMALWA,NAMALWA,NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2677,GDSC.NAMALWA,ACH-000944,NAMALWA,NAMALWA,NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2678,CTRP.NAMALWA,ACH-000944,NAMALWA,NAMALWA,NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2679,CCLE.NCIH650,ACH-000945,NCI-H650,NCIH650,NCIH650_LUNG,
2680,GDSC.NCI-H650,ACH-000945,NCI-H650,NCIH650,NCIH650_LUNG,
2681,gCSI.NCI-H650,ACH-000945,NCI-H650,NCIH650,NCIH650_LUNG,
2682,CTRP.NCI-H650,ACH-000945,NCI-H650,NCIH650,NCIH650_LUNG,
2683,CCLE.HEC265,ACH-000946,HEC-265,HEC265,HEC265_ENDOMETRIUM,
2684,gCSI.HEC-265,ACH-000946,HEC-265,HEC265,HEC265_ENDOMETRIUM,
2685,CTRP.HEC-265,ACH-000946,HEC-265,HEC265,HEC265_ENDOMETRIUM,
2686,CCLE.OVK18,ACH-000947,OVK18,OVK18,OVK18_OVARY,
2687,GDSC.OVK-18,ACH-000947,OVK18,OVK18,OVK18_OVARY,
2688,CTRP.OVK18,ACH-000947,OVK18,OVK18,OVK18_OVARY,
2689,CCLE.2313287,ACH-000948,23132/87,2313287,2313287_STOMACH,
2690,GDSC.23132-87,ACH-000948,23132/87,2313287,2313287_STOMACH,
2691,gCSI.23132-87,ACH-000948,23132/87,2313287,2313287_STOMACH,
2692,CTRP.23132-87,ACH-000948,23132/87,2313287,2313287_STOMACH,
2693,CCLE.TGBC11TKB,ACH-000949,TGBC11TKB,TGBC11TKB,TGBC11TKB_STOMACH,
2694,GDSC.TGBC11TKB,ACH-000949,TGBC11TKB,TGBC11TKB,TGBC11TKB_STOMACH,
2695,CCLE.LOVO,ACH-000950,LoVo,LOVO,LOVO_LARGE_INTESTINE,
2696,GDSC.LoVo,ACH-000950,LoVo,LOVO,LOVO_LARGE_INTESTINE,
2697,gCSI.LOVO,ACH-000950,LoVo,LOVO,LOVO_LARGE_INTESTINE,
2698,CTRP.LoVo,ACH-000950,LoVo,LOVO,LOVO_LARGE_INTESTINE,
2699,CCLE.NCIH2342,ACH-000951,NCI-H2342,NCIH2342,NCIH2342_LUNG,
2700,GDSC.NCI-H2342,ACH-000951,NCI-H2342,NCIH2342,NCIH2342_LUNG,
2701,CTRP.NCI-H2342,ACH-000951,NCI-H2342,NCIH2342,NCIH2342_LUNG,
2702,CCLE.SUPT1,ACH-000953,SUP-T1,SUPT1,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2703,GDSC.SUP-T1,ACH-000953,SUP-T1,SUPT1,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2704,CTRP.SUP-T1,ACH-000953,SUP-T1,SUPT1,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2705,CCLE.HEC1A,ACH-000954,HEC-1-A,HEC1A,HEC1A_ENDOMETRIUM,
2706,gCSI.HEC-1-A,ACH-000954,HEC-1-A,HEC1A,HEC1A_ENDOMETRIUM,
2707,CTRP.HEC-1-A,ACH-000954,HEC-1-A,HEC1A,HEC1A_ENDOMETRIUM,
2708,CCLE.SNU407,ACH-000955,SNU-407,SNU407,SNU407_LARGE_INTESTINE,
2709,GDSC.SNU-407,ACH-000955,SNU-407,SNU407,SNU407_LARGE_INTESTINE,
2710,CTRP.SNU-407,ACH-000955,SNU-407,SNU407,SNU407_LARGE_INTESTINE,
2711,CCLE.22RV1,ACH-000956,22Rv1,22RV1,22RV1_PROSTATE,
2712,GDSC.22RV1,ACH-000956,22Rv1,22RV1,22RV1_PROSTATE,
2713,CTRP.22RV1,ACH-000956,22Rv1,22RV1,22RV1_PROSTATE,
2714,CCLE.LS180,ACH-000957,LS 180,LS180,LS180_LARGE_INTESTINE,
2715,GDSC.LS-180,ACH-000957,LS 180,LS180,LS180_LARGE_INTESTINE,
2716,CTRP.LS-180,ACH-000957,LS 180,LS180,LS180_LARGE_INTESTINE,
2717,CCLE.SW48,ACH-000958,SW48,SW48,SW48_LARGE_INTESTINE,
2718,GDSC.SW48,ACH-000958,SW48,SW48,SW48_LARGE_INTESTINE,
2719,gCSI.SW48,ACH-000958,SW48,SW48,SW48_LARGE_INTESTINE,
2720,CTRP.SW48,ACH-000958,SW48,SW48,SW48_LARGE_INTESTINE,
2721,CCLE.SNUC4,ACH-000959,SNU-C4,SNUC4,SNUC4_LARGE_INTESTINE,
2722,CTRP.SNU-C4,ACH-000959,SNU-C4,SNUC4,SNUC4_LARGE_INTESTINE,
2723,CCLE.REH,ACH-000960,Reh,REH,REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2724,GDSC.REH,ACH-000960,Reh,REH,REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2725,CTRP.REH,ACH-000960,Reh,REH,REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2726,CCLE.ISHIKAWAHERAKLIO02ER,ACH-000961,Ishikawa (Heraklio) 02 ER-,ISHIKAWAHERAKLIO02ER,ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,
2727,GDSC.Ishikawa(Heraklio)02ER-,ACH-000961,Ishikawa (Heraklio) 02 ER-,ISHIKAWAHERAKLIO02ER,ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,
2728,CTRP.Ishikawa-Heraklio-02-ER,ACH-000961,Ishikawa (Heraklio) 02 ER-,ISHIKAWAHERAKLIO02ER,ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,
2729,CCLE.OC314,ACH-000962,OC 314,OC314,OC314_OVARY,
2730,GDSC.OC-314,ACH-000962,OC 314,OC314,OC314_OVARY,
2731,CTRP.OC-314,ACH-000962,OC 314,OC314,OC314_OVARY,
2732,CCLE.CCK81,ACH-000963,CCK-81,CCK81,CCK81_LARGE_INTESTINE,
2733,GDSC.CCK-81,ACH-000963,CCK-81,CCK81,CCK81_LARGE_INTESTINE,
2734,CTRP.CCK-81,ACH-000963,CCK-81,CCK81,CCK81_LARGE_INTESTINE,
2735,CCLE.MOLT3,ACH-000964,MOLT-3,MOLT3,MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2736,CTRP.MOLT-3,ACH-000964,MOLT-3,MOLT3,MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
2737,CCLE.RL952,ACH-000965,RL95-2,RL952,RL952_ENDOMETRIUM,
2738,GDSC.RL95-2,ACH-000965,RL95-2,RL952,RL952_ENDOMETRIUM,
2739,gCSI.RL95-2,ACH-000965,RL95-2,RL952,RL952_ENDOMETRIUM,
2740,CTRP.RL95-2,ACH-000965,RL95-2,RL952,RL952_ENDOMETRIUM,
2741,NCI60.IGR-OV1,ACH-000966,IGROV1,IGROV1,IGROV1_OVARY,
2742,CCLE.IGROV1,ACH-000966,IGROV1,IGROV1,IGROV1_OVARY,
2743,GDSC.IGROV-1,ACH-000966,IGROV1,IGROV1,IGROV1_OVARY,
2744,gCSI.IGROV-1,ACH-000966,IGROV1,IGROV1,IGROV1_OVARY,
